Percent unemployed,Vehicles per household,Median income,Houshold Density,Daytime population density,Percent below poverty level,Residential area,Commercial/Industrial area,Other area,Undeveloped area,Developed open area,Developed low intensity,Developed medium intensity,Developed high intensity,Building Count Commercial/Industrial/MU,Building Count Other,Building Count Residential,Median Contract Rent,Median Gross Rent,Ridership
2.1,1.5,46850,1080,1222,13.44,106741.4523,45612.39991,3102.987222,584100,717300,522000,165600,16200,,,,,,0
2.1,1.5,46850,1080,1222,13.44,106741.4523,45612.39991,3102.987222,584100,717300,522000,165600,16200,,,,,,0
5.8,1.7,39695,903,1347,13.42,131829.1279,26465.44162,1916.226353,104400,1277100,513000,98100,22500,,,,,,0
5.3,1.6,39191,1411,2453,13.41,169830.1737,124281.2927,1640.310461,1800,624600,972900,237600,179100,,,,,,0
2.2,1.5,50231,763,10708,13.38,55821.68366,424819.8677,24413.81363,2700,9900,221400,586800,1189800,,,,,,0
2.2,1.5,46756,1277,2935,13.36,125868.8587,74646.01766,10145.98952,362700,716400,609300,240300,78300,,,,,,0
2.7,1.5,49540,768,3771,13.35,67342.47926,308893.3101,38603.54254,0,54900,296100,698400,963900,,,,,,0
3.2,1.6,41162,1063,1700,13.34,102658.9789,72344.23175,265.2171244,283500,700200,587700,353700,88200,,,,,,0
3.2,1.6,41162,1063,1700,13.34,102658.9789,72344.23175,265.2171244,283500,700200,587700,353700,88200,,,,,,0
3.4,1.7,52090,1076,1596,13.25,148082.8501,59362.72709,95.30041591,18000,928800,791100,182700,91800,,,,,,0
5.1,0,40428,1011,1452,13.24,129201.6338,28522.84725,1916.226353,109800,1261800,508500,106200,24300,,,,,,0
6.4,1.5,35312,475,4133,13.2,71068.83299,175019.7926,2205.946708,133200,488700,565200,287100,531000,,,,,,0
3.2,1.6,45230,407,2174,13.18,50344.71482,245444.4637,40972.68757,11700,419400,399600,625500,551700,,,,,,0
2,1.4,45853,1317,4531,13.14,100309.9861,159835.7466,10665.84483,202500,535500,640800,407700,222300,,,,,,0
2.3,1.5,53502,1374,4095,13.14,88470.89493,157784.1587,24514.03576,402300,395100,527400,422100,266400,,,,,,0
2.2,1.5,50649,683,10707,13.13,52823.22866,418566.0982,25171.21574,5400,8100,208800,611100,1179000,,,,,,0
2.2,1.5,50649,684,10734,13.13,51328.38612,424826.0519,24495.62344,4500,8100,205200,587700,1202400,,,,,,0
2,1.4,46499,1076,4586,13.12,94236.09415,172485.9418,16034.56731,130500,456300,661500,476100,290700,,,,,,0
2,1.4,46499,1076,4586,13.12,94236.09415,172485.9418,16034.56731,130500,456300,661500,476100,290700,,,,,,0
6.4,1.5,35280,433,4429,13.11,67487.67789,175236.4019,1430.26696,161100,468900,540000,301500,543600,,,,,,0
6.8,0,54269,576,1179,13.11,118383.7784,87328.71209,183.2925103,36000,693000,792900,297900,188100,,,,,,0
6.9,0,54092,561,1167,13.1,99955.18247,135386.1237,270.0704836,68400,613800,756900,318600,259200,,,,,,0
5.1,1.6,40554,1346,2379,13.08,175364.8369,56244.67361,2232.710822,1800,675000,966600,202500,161100,,,,,,0
3.8,1.7,40344,759,965,13.08,83200.97793,9439.656067,1907.692801,855000,679500,435600,44100,900,,,,,,0
2,1.4,45781,1023,4679,13.07,85523.09693,159918.2351,10458.99595,185400,522900,600300,441000,256500,,,,,,0
2.6,1.5,49786,841,10679,13.07,75238.12981,411811.2067,40986.30722,1800,17100,213300,582300,1197000,,,,,,0
2.1,1.5,47149,1261,3497,13.04,136415.0989,103204.8982,12888.72571,220500,695700,661500,279900,149400,,,,,,0
1.9,1.4,45782,1181,4623,13.03,83867.93541,151930.596,10384.2808,215100,574200,591300,409500,219600,,,,,,0
5.3,0,40317,974,1422,13.02,130328.5529,28268.21576,1916.226353,109800,1259100,508500,105300,24300,,,,,,0
2.7,1.5,50103,850,3949,12.96,76098.77023,327185.3087,28846.21817,0,39600,293400,690300,990900,,,,,,0
5,1.6,41035,1371,2404,12.91,174750.9218,56236.4598,1640.310461,1800,666900,966600,215100,157500,,,,,,0
6.5,1.5,34844,192,4320,12.89,26247.98749,202651.5192,841.3880498,432900,363600,288900,294300,625500,,,,,,0
2.2,1.5,49784,832,10272,12.85,76179.27347,412761.2468,41169.65801,1800,18900,225900,579600,1188000,,,,,,0
2.2,1.5,49784,832,10272,12.85,76179.27347,412761.2468,41169.65801,1800,18900,225900,579600,1188000,,,,,,0
2.2,1.5,49784,832,10272,12.85,76179.27347,412761.2468,41169.65801,1800,18900,225900,579600,1188000,,,,,,0
4.9,1.6,41965,1403,2161,12.83,177584.9036,55860.11394,1640.310461,1800,676800,990900,196200,140400,,,,,,0
2.1,1.5,51159,771,5140,12.81,68635.22107,352050.7073,20037.69903,7200,20700,290700,660600,1030500,,,,,,0
2.1,1.5,48854,1329,2789,12.81,138061.4714,61708.12038,4604.797145,344700,775800,639900,197100,55800,,,,,,0
2.1,1.5,51159,771,5140,12.81,68635.22107,352050.7073,20037.69903,7200,20700,290700,660600,1030500,,,,,,0
2.6,1.5,57377,667,3362,12.8,46652.91411,93263.4156,3295.510867,158400,524700,606600,477900,241200,,,,,,0
2.6,1.5,57377,667,3362,12.8,46652.91411,93263.4156,3295.510867,158400,524700,606600,477900,241200,,,,,,0
3.5,2,51717,769,1414,12.8,109391.0062,73495.94321,849.0468811,68400,792900,707400,336600,102600,,,,,,0
3.5,2,51717,769,1414,12.8,109391.0062,73495.94321,849.0468811,68400,792900,707400,336600,102600,,,,,,0
1.8,1.6,39584,838,3364,12.79,58822.61034,176070.3663,24726.0937,222300,394200,532800,548100,316800,,,,,,0
2.2,1.5,54488,1416,4044,12.76,91901.45354,135478.3644,24336.61889,410400,436500,525600,399600,241200,,,,,,0
2.3,1.5,54487,1404,3984,12.76,88192.06242,139147.9798,24045.04749,418500,427500,514800,404100,242100,,,,,,0
2.2,1.5,54488,1416,4044,12.76,91901.45354,135478.3644,24336.61889,410400,436500,525600,399600,241200,,,,,,1
2.3,1.5,54487,1404,3984,12.76,88192.06242,139147.9798,24045.04749,418500,427500,514800,404100,242100,,,,,,0
2,1.5,48071,1144,4505,12.75,97417.83352,171184.015,15330.17083,128700,480600,660600,459000,285300,,,,,,0
2.2,1.5,48632,1279,4174,12.72,134116.6485,146438.2744,17290.60721,95400,616500,693000,376200,231300,,,,,,0
2.5,1.5,50092,954,6770,12.65,79004.33288,329473.6884,27932.33157,900,28800,279900,644400,1061100,,,,,,0
2.5,1.5,50092,954,6767,12.65,77894.29059,347192.1736,39351.35516,1800,27900,268200,636300,1071900,,,,,,0
6.6,0,53562,621,1481,12.65,125642.8736,86459.98719,270.0704836,46800,741600,786600,281700,152100,,,,,,0
6.6,0,53562,621,1441,12.65,123385.9445,87282.51498,270.0704836,69300,762300,763200,270000,146700,,,,,,0
4.8,0,40761,1099,1585,12.64,129677.0271,28883.77421,1767.938366,102600,1283400,498600,103500,21600,,,,,,0
5.1,0,40745,1075,1532,12.63,130440.7865,28883.77421,1721.65662,101700,1278900,503100,105300,23400,,,,,,0
2.2,1.5,50396,896,6670,12.62,69448.57961,381897.5162,19404.49506,4500,24300,263700,648000,1072800,,,,,,0
2.3,1.5,50200,881,8350,12.62,70173.69095,397573.3953,40455.10107,1800,21600,243900,603000,1141200,,,,,,0
2.2,1.5,50396,896,6670,12.62,69448.57961,381897.5162,19404.49506,4500,24300,263700,648000,1072800,,,,,,0
2.3,1.5,50200,881,8350,12.62,70173.69095,397573.3953,40455.10107,1800,21600,243900,603000,1141200,,,,,,0
2.2,1.5,49801,894,8330,12.62,70018.87937,412412.1749,40904.49741,1800,21600,235800,593100,1158300,,,,,,0
2.3,1.5,50000,910,8285,12.62,72664.30188,411878.9148,39607.46707,1800,21600,240300,600300,1141200,,,,,,0
2.2,1.5,50396,896,6670,12.62,69448.57961,381897.5162,19404.49506,4500,24300,263700,648000,1072800,,,,,,0
2.3,1.5,50200,881,8350,12.62,70173.69095,397573.3953,40455.10107,1800,21600,243900,603000,1141200,,,,,,0
2.6,1.5,50480,917,5885,12.6,79854.67093,345032.2641,29504.10681,0,26100,288000,670500,1020600,,,,,,0
2.6,1.5,50480,917,5964,12.6,79854.67093,352346.3957,29504.10681,0,27000,290700,668700,1021500,,,,,,0
2.1,1.5,51605,825,5069,12.58,72123.6187,316612.1545,20037.69903,8100,28800,315000,672300,986400,,,,,,0
2.1,1.5,51605,825,5069,12.58,72123.6187,316612.1545,20037.69903,8100,28800,315000,672300,986400,,,,,,0
2.1,1.5,51605,825,5069,12.58,72123.6187,316612.1545,20037.69903,8100,28800,315000,672300,986400,,,,,,0
3.4,1.7,52642,1135,1700,12.5,149185.3626,64159.86094,245.2361552,15300,881100,846000,182700,87300,,,,,,0
4.2,1.6,36522,750,1106,12.5,129930.9466,23391.84069,1904.429086,221400,1159200,530100,83700,19800,,,,,,0
3,1.6,48834,590,3504,12.5,60488.26214,319049.801,39987.7521,0,88200,288900,682200,945900,,,,,,0
4.2,1.6,36522,750,1106,12.5,129930.9466,23391.84069,1904.429086,221400,1159200,530100,83700,19800,,,,,,0
2.2,1.5,49363,1422,3155,12.48,150687.0873,93669.8313,11804.66492,184500,751500,688500,246600,135000,,,,,,0
3,1.6,42041,1114,2083,12.43,115646.6357,79366.75591,265.2171244,182700,711000,588600,423900,103500,,,,,,0
3,1.6,42041,1114,2083,12.43,115646.6357,79366.75591,265.2171244,182700,711000,588600,423900,103500,,,,,,0
3.5,1.7,52662,1120,1600,12.42,152541.112,63699.48596,245.2361552,14400,868500,853200,181800,89100,,,,,,0
3.2,1.9,43399,856,1402,12.42,149259.5188,57877.98577,849.0468811,11700,818100,810000,291600,84600,,,,,,0
3.2,1.9,43399,856,1402,12.42,149259.5188,57877.98577,849.0468811,11700,818100,810000,291600,84600,,,,,,0
4.7,1.7,44300,1335,2034,12.4,171531.7384,63036.54334,1051.431551,1800,718200,1007100,180000,108900,,,,,,0
4.7,1.7,44300,1335,2034,12.4,172562.2299,63036.54334,1051.431551,1800,712800,1004400,180900,108000,,,,,,0
2.3,1.5,56135,1349,3238,12.4,94067.23246,113698.0905,21668.30962,454500,470700,518400,360000,213300,,,,,,0
3,1.5,32339,495,793,12.35,59275.0592,20046.05859,703.8654687,913500,781200,278100,27900,10800,,,,,,0
3,1.5,32339,495,793,12.35,59275.0592,20046.05859,703.8654687,913500,781200,278100,27900,10800,,,,,,0
2.6,1.5,50705,876,3834,12.27,78452.26385,335717.4266,28745.75857,900,34200,293400,687600,999000,,,,,,0
3.1,1.6,48627,386,2605,12.23,43098.1287,268519.238,40211.74703,11700,290700,345600,656100,706500,,,,,,0
2.2,1.5,50812,1391,4307,12.16,147782.6827,129698.0668,17117.64563,63900,701100,693900,336600,215100,,,,,,0
4.1,1.6,36776,759,1121,12.15,128783.5274,23984.01699,1904.429086,226800,1158300,525600,83700,19800,,,,,,0
2.5,1.6,49256,582,3586,12.11,60246.82447,316485.7894,39987.7521,0,90000,290700,682200,943200,,,,,,0
2.3,1.5,58731,1042,3023,12.09,96884.91485,112897.7467,20336.21281,468000,468000,512100,350100,210600,,,,,,0
2.1,1.5,50931,1482,4826,12.06,139181.6539,141421.557,20962.28081,60300,639000,685800,386100,243900,,,,,,0
3.5,1.7,41213,881,1022,11.9,89789.98452,7538.992571,1735.542684,880200,655200,441900,27000,900,,,,,,0
3.1,1.6,48401,381,2574,11.89,43098.1287,241988.209,40609.52513,13500,234900,382500,686700,695700,,,,,,0
3.1,1.6,48401,381,2591,11.89,43098.1287,244005.554,40609.52513,13500,248400,366300,684000,699300,,,,,,0
4.5,1.7,46617,1279,2065,11.87,172325.9684,69568.42425,1051.431551,1800,714600,1006200,185400,98100,,,,,,0
6.8,1.5,34840,176,4206,11.83,29362.63637,208044.4987,841.3880498,440100,401400,308700,268200,589500,,,,,,0
2.2,1.5,59969,1078,2989,11.7,103438.4632,105066.7489,20025.7754,505800,470700,529200,324900,180900,,,,,,0
4.3,0,41863,1032,1416,11.64,134308.5034,23229.69541,1727.007863,105300,1296000,501300,88200,16200,,,,,,0
4.4,0,41867,1084,1486,11.64,135636.8275,23229.69541,1727.007863,108000,1296000,503100,85500,16200,,,,,,0
2.9,0,37163,446,2510,11.63,58064.69083,161147.8553,18266.6262,900,359100,655200,531000,465300,,,,,,0
4,1.8,50986,1225,1985,11.59,169003.5099,64568.66846,371.0522193,1800,679500,1018800,204300,104400,,,,,,0
4,1.8,50986,1225,1985,11.59,168765.7992,68032.60429,371.0522193,1800,673200,1021500,207000,105300,,,,,,0
4.3,1.8,48349,1294,2147,11.56,171982.1192,66232.46988,1146.731967,1800,672300,1031400,206100,105300,,,,,,0
4.3,1.7,47515,1272,2056,11.51,172143.0884,66636.01409,1051.431551,1800,696600,1014300,195300,101700,,,,,,0
3.3,0,37515,194,1277,11.39,31278.82577,107714.3385,8518.229845,83700,329400,558900,576900,459900,,,,,,0
3.3,0,37515,194,1277,11.39,31278.82577,107714.3385,8518.229845,83700,329400,558900,576900,459900,,,,,,0
2,1.5,53608,1226,4747,11.27,88077.65444,140480.6766,20321.72471,346500,368100,552600,448200,298800,,,,,,0
3.7,1.8,52523,1180,1873,11.15,163901.4794,66946.51958,245.2361552,1800,712800,985500,201600,107100,,,,,,0
4.2,1.8,49859,1296,2123,10.99,170758.641,65340.3299,1146.731967,1800,656100,1030500,209700,108000,,,,,,0
6.2,0,53783,784,1371,10.99,140032.2486,81136.18005,0,106200,898200,664200,201600,138600,,,,,,0
6.2,0,53934,737,1319,10.98,139407.0708,81341.02896,0,111600,895500,660600,206100,135900,,,,,,0
2.6,1.7,42551,576,614,10.89,69070.6916,9057.008052,263.9967312,660600,437400,351000,41400,1800,,,,,,0
2.6,1.7,42551,576,614,10.89,69070.6916,9057.008052,263.9967312,660600,437400,351000,41400,1800,,,,,,0
2.6,1.7,42551,576,614,10.89,69070.6916,9057.008052,263.9967312,660600,437400,351000,41400,1800,,,,,,0
2.6,1.7,42551,576,614,10.89,69070.6916,9057.008052,263.9967312,660600,437400,351000,41400,1800,,,,,,0
6.2,0,53741,754,1348,10.89,140398.2968,81141.35075,0,95400,878400,699300,193500,139500,,,,,,0
6.2,0,53741,754,1348,10.89,139983.1882,81390.9604,0,108000,883800,687600,192600,139500,,,,,,0
3.1,1.8,42004,959,1099,10.88,98847.57045,15274.0369,1209.872248,881100,611100,484200,28800,900,,,,,,0
5.9,0,53837,617,1155,10.76,140930.5107,74691.82792,67.99874762,114300,919800,644400,203400,126900,,,,,,0
6.1,0,53809,666,1359,10.75,139989.6452,75528.21859,67.99874762,115200,924300,634500,207000,125100,,,,,,0
3.1,1.6,34229,675,1098,10.73,96802.56825,30136.85363,1797.150213,516600,943200,457200,74700,18900,,,,,,0
3.1,1.6,34229,675,1098,10.73,96802.56825,30136.85363,1797.150213,516600,943200,457200,74700,18900,,,,,,0
3.1,1.8,42265,946,1075,10.71,105409.373,7188.995715,1033.200482,900900,581400,499500,29700,900,,,,,,0
3.1,1.9,45214,932,1570,10.47,158685.5832,59153.74085,849.0468811,0,800100,842400,286200,83700,,,,,,0
3.1,1.9,45214,932,1570,10.47,158685.5832,59153.74085,849.0468811,0,800100,842400,286200,83700,,,,,,0
2.5,1.8,42925,653,690,10.15,86727.01285,9290.946424,263.9967312,733500,527400,435600,45900,1800,,,,,,0
3.5,1.6,35750,687,1080,9.93,114160.6492,27227.30489,1701.166082,383400,1039500,496800,76500,18900,,,,,,0
3.5,1.6,35750,687,1080,9.93,114160.6492,27227.30489,1701.166082,383400,1039500,496800,76500,18900,,,,,,0
5.2,1.9,50741,651,1025,9.9,132245.3815,35804.69376,124.8514719,210600,1027800,572400,153900,40500,,,,,,0
3.9,1.6,37862,834,1214,9.89,125388.507,25179.6924,1744.501254,273600,1125900,508500,83700,19800,,,,,,0
2.5,1.8,43250,712,808,9.88,97724.14651,11085.53466,263.9967312,806400,588600,477900,49500,1800,,,,,,0
3.3,0,80850,614,1082,9.8,125545.5361,8133.240395,0,513900,1071900,373500,55800,0,,,,,,0
3.3,0,83080,584,1050,9.77,124894.5117,8133.240395,200.7196501,522900,1068300,360900,54900,0,,,,,,0
3.9,1.6,37840,847,1231,9.66,125542.7957,24456.65699,1744.501254,270000,1138500,498600,82800,19800,,,,,,0
3.9,1.6,37840,847,1231,9.66,125265.4595,24456.65699,1744.501254,265500,1137600,498600,83700,19800,,,,,,0
3.9,1.6,37840,847,1231,9.66,125542.7957,24456.65699,1744.501254,270000,1138500,498600,82800,19800,,,,,,0
3.9,1.6,37840,847,1231,9.66,125265.4595,24456.65699,1744.501254,265500,1137600,498600,83700,19800,,,,,,0
3.9,1.6,37840,847,1231,9.66,125542.7957,24456.65699,1744.501254,270000,1138500,498600,82800,19800,,,,,,0
3.9,1.6,37840,847,1231,9.66,125265.4595,24456.65699,1744.501254,265500,1137600,498600,83700,19800,,,,,,0
3.9,1.6,37840,847,1231,9.66,125542.7957,24456.65699,1744.501254,270000,1138500,498600,82800,19800,,,,,,0
3.5,0,56297,445,642,9.61,116438.8127,33117.7099,763.0865877,388800,967500,477900,140400,36900,,,,,,0
3.7,1.8,48444,908,1923,9.57,135741.3051,65511.64762,104.405336,144000,957600,589500,211500,103500,,,,,,0
3.7,1.8,48444,908,1923,9.57,136940.4169,65602.16218,104.405336,144000,954000,599400,214200,104400,,,,,,0
4.5,0,52901,619,1007,9.54,131723.1804,33247.87064,760.2745161,222300,1046700,571500,132300,39600,,,,,,0
4.5,0,52901,619,1007,9.54,128924.035,35123.97393,760.2745161,243000,1033200,558000,134100,39600,,,,,,0
2,1.7,56944,50,5451,9.3,30706.96822,316009.195,9720.751019,73800,117900,219600,765000,830700,,,,,,0
2.8,1.6,37617,435,1738,9.3,57229.68879,165059.6058,9559.127935,45900,457200,631800,494100,378000,,,,,,0
4.2,0,56625,434,788,9.25,119436.9464,34610.82748,819.939312,344700,972000,501300,151200,42300,,,,,,0
3.8,0,57082,386,585,9.18,118435.182,33692.07084,819.939312,364500,969300,493200,146700,40500,,,,,,0
1.6,1.7,43792,818,3577,9.17,71944.35676,167075.3224,16158.61269,201600,352800,578700,560700,318600,,,,,,0
3.2,1.8,42438,1164,2121,9.14,168283.0477,61076.43403,849.0468811,5400,776700,842400,285300,104400,,,,,,0
3.2,1.8,42438,1164,2121,9.14,168283.0477,61076.43403,849.0468811,5400,776700,842400,285300,104400,,,,,,0
3.8,1.6,37960,822,1202,9.12,126411.6892,24641.40195,1744.501254,276300,1134000,492300,82800,19800,,,,,,0
5.1,1.9,50893,619,973,9.05,132541.3648,36600.67232,124.8514719,207900,1026000,572400,157500,40500,,,,,,0
3.4,1.7,45482,755,1635,9.05,133074.8368,61232.22591,179.3741318,153000,949500,612900,207000,86400,,,,,,0
3.7,1.8,47150,870,1497,9.04,130674.7189,39061.907,161.2580603,213300,1026900,562500,165600,43200,,,,,,0
6,1.5,38398,68,3462,8.97,12317.06485,271687.4185,3406.800791,268200,379800,470700,578700,314100,,,,,,0
2.8,1.6,37487,430,1623,8.96,57615.95683,140293.5674,33114.57826,146700,501300,630000,443700,284400,,,,,,0
2.1,1.6,60643,1158,2914,8.96,105972.2204,109444.6479,21840.35574,410400,503100,554400,333000,207000,,,,,,1
2.1,1.6,60643,1158,2914,8.96,105972.2204,109444.6479,21840.35574,410400,503100,554400,333000,207000,,,,,,0
1,1.3,41484,1145,2917,8.91,141685.9194,57256.94081,3756.154804,150300,600300,633600,460800,162900,,,,,,0
1,1.3,41484,1145,2917,8.91,142228.0456,62756.58022,3756.154804,151200,619200,627300,457200,159300,,,,,,0
1,1.2,40390,1035,3321,8.86,119697.9074,117328.0501,2263.784495,71100,465300,507600,622800,335700,,,,,,0
1,1.2,40390,1035,3321,8.86,122591.6619,116700.438,2263.784495,72000,477000,516600,617400,328500,,,,,,0
0.6,0,71272,1040,811,8.83,140926.0765,10742.97694,250.9255164,483300,1108800,325800,84600,6300,,,,,,0
0.6,0,71272,1040,811,8.83,140880.596,10742.97694,250.9255164,477900,1108800,329400,84600,6300,,,,,,0
3.8,1.8,47323,891,1511,8.78,128811.2889,42695.61965,161.2580603,216000,1018800,563400,166500,43200,,,,,,0
6.2,1.5,38649,124,2015,8.78,18595.34104,169365.9029,51769.49268,495000,278100,463500,457200,318600,,,,,,0
6.7,1.5,38495,113,1899,8.76,18450.25362,160057.6958,50105.92128,537300,234900,437400,429300,377100,,,,,,0
3.2,1.7,45562,753,1606,8.74,129396.3026,57897.98559,236.2268561,191700,995400,588600,185400,48600,,,,,,0
2.3,1.6,53566,302,2038,8.67,36413.53247,225752.3478,19432.89069,106200,178200,393300,646200,684000,,,,,,0
2.3,1.6,53566,302,2038,8.67,37284.7607,226408.4736,19035.11259,103500,176400,397800,649800,684900,,,,,,0
3.2,1.7,45734,765,1615,8.59,127895.3437,60228.54342,236.2268561,184500,995400,590400,190800,51300,,,,,,0
1.1,1.4,44255,867,1894,8.55,117504.1333,47513.57771,5251.974265,232200,623700,677700,351000,126000,,,,,,0
1.2,1.4,45657,1200,2757,8.53,127496.7714,57028.44568,5102.976714,234900,624600,674100,367200,115200,,,,,,0
2,1.8,44832,478,1030,8.48,62506.28482,31097.86405,5034.744218,785700,689400,390600,119700,27900,,,,,,0
3.6,1.7,46760,792,1372,8.47,128649.6658,35369.97842,236.2268561,207900,1012500,575100,171000,45000,,,,,,0
1.9,1.8,44876,554,1093,8.44,70304.88439,27418.75164,5034.744218,790200,696600,401400,99000,25200,,,,,,0
0.7,0,73256,1181,1048,8.4,149338.3388,10968.26021,250.9255164,427500,1116900,372600,89100,6300,,,,,,0
1.8,1.8,45140,481,503,8.36,64910.95582,9057.008052,263.9967312,756900,400500,333000,41400,1800,,,,,,0
6.6,1.5,38572,124,2418,8.33,19079.88453,237589.3529,5236.208378,336600,352800,521100,539100,263700,,,,,,0
6.2,1.5,38740,39,2354,8.33,7516.375307,322429.6496,11651.75191,252900,314100,470700,570600,398700,,,,,,0
4.5,1.9,40961,533,1124,8.2,110838.2086,47380.21899,0,483300,604800,699300,173700,44100,,,,,,0
0.7,0,75068,1154,1025,8.17,159046.0357,10877.35969,250.9255164,378900,1122300,414000,86400,6300,,,,,,0
0.9,1.3,45439,542,4605,8.14,74366.25243,228616.3936,1538.911231,111600,275400,369000,768600,488700,,,,,,0
2.8,1.8,44529,1150,2263,8.14,180744.0704,60957.62329,458.3432917,5400,726300,867600,305100,108900,,,,,,0
2.8,1.8,44529,1150,2263,8.14,180744.0704,60957.62329,458.3432917,5400,726300,867600,305100,108900,,,,,,0
3.2,1.7,56811,83,7217,8.11,33850.18714,313092.7215,10097.45249,81900,141300,267300,735300,783000,,,,,,1
0.7,0,75562,1128,1004,8.03,158385.5569,11074.47494,250.9255164,381600,1119600,418500,86400,6300,,,,,,0
2.3,1.8,52943,33,75,8,10661.58973,448082.833,12099.29299,226800,585900,438300,269100,491400,,,,,,0
1.8,1.4,37674,359,882,7.95,68494.02935,69225.96491,27099.67666,417600,603000,576000,288900,120600,,,,,,0
2.7,0,78412,685,1238,7.93,131925.5254,21252.07796,763.0865877,409500,998100,479700,100800,19800,,,,,,0
1.5,1.7,44762,680,3443,7.89,71411.94508,159456.5173,15357.82701,198900,352800,588600,556200,315000,,,,,,0
2.8,1.8,45414,1099,2146,7.88,185359.4494,70325.43086,0,5400,698400,858600,333000,117900,,,,,,0
2.8,1.8,45414,1099,2146,7.88,185359.4494,70325.43086,0,5400,698400,858600,333000,117900,,,,,,0
1.9,1.8,45038,591,613,7.88,80097.31473,9152.610735,263.9967312,821700,477900,400500,45000,1800,,,,,,0
2.6,0,80754,636,1226,7.66,123830.4783,29966.17332,763.0865877,438300,945900,482400,115200,24300,,,,,,0
0.9,1.4,45048,884,5238,7.6,79207.1717,241908.4111,1538.911231,107100,288900,373500,757800,478800,,,,,,1
2.6,1.8,47546,974,1992,7.6,182393.9566,70417.91835,0,5400,663300,848700,374400,121500,,,,,,0
2.6,1.8,47546,974,1992,7.6,182393.9566,70417.91835,0,5400,663300,848700,374400,121500,,,,,,0
